UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
224147,"R",60359235,"R",233021412,"R",192242736,"R",425264148,"R",485623383,"R",0,"R",0,"R",50774974,"R",50774974,"R",0,"R",10114895,"R",10114895,"R",60889869,"R",0,"R",266066192,"R",16491223,"R",11510892,"R",130665207,"R",424733514,"R",6488846,"R",45323968,"R",353859253,"R",61535417,"R",32103529,"R",499311013,"R",227576216,"R",910518,"R",0,"R",290148389,"R",244487263,"R",45661126,"R",379072388,"R",0,"R",424733514,"R",79163944,"R",20077328,"R",11376037,"R",6424027,"R",1751876,"R",4672151,"R",6705561,"R",0,"R",0,"R",0,"R",4613606,"R",128360503,"R",0,"R",68668335,"R",0,"R",20575953,"R",0,"R",0,"R",6543398,"R",5408311,"R",719839,"R",101915836,"R",230276339,"R",0,"R",28950,"R",316558,"R",59526542,"R",59872050,"R",290148389,"R",77575739,"R",44968962,"R",28997980,"R",10871657,"R",3861347,"R",1614564,"R",33852994,"R",14047334,"R",15103854,"R",5859463,"R",17660837,"R",8151729,"R",20722419,"R",23872788,"R",9462122,"R",0,"R",0,"R",0,"R",0,"R",22839305,"R",1800536,"R",244487263,"R",96776367,"R",25441242,"R",12621536,"R",20186951,"R",0,"R",89461167,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20554528,"R",1022454,"R",12918486,"R",0,"R",1955388,"R",16508275,"R",52959131,"R",32236712,"R",0,"R",32236712,"R",20722419,1 ,"R",18808403,"R",19287601
224253,"R",61705710,"R",35829964,"R",169659200,"R",205489164,"R",267194874,"R",29271352,"R",2074182,"R",16574900,"R",18649082,"R",10698242,"R",56484056,"R",67182298,"R",85831380,"R",18443870,"R",36760405,"R",616810,"R",0,"R",154813761,"R",192190976,"R",5324894,"R",0,"R",79948918,"R",27971256,"R",5868959,"R",119114027,"R",74149839,"Z",0,"R",0,"R",89818122,"R",90551184,"R",-733062,"R",192924038,"R",0,"R",192190976,"R",0,"R",4822919,"R",954352,"R",2521138,"R",0,"R",2521138,"R",415674,"A",,"R",5918,"A",,"R",518562,"R",9238563,"R",0,"R",5219674,"R",63071319,"R",0,"R",0,"R",0,"R",0,"R",12270495,"R",18071,"R",80579559,"R",89818122,"R",0,"R",0,"R",0,"R",0,"R",0,"R",89818122,"R",6259012,"R",2555729,"R",0,"R",0,"R",6844608,"R",1125943,"R",4007766,"R",2006262,"R",12972989,"R",9364367,"R",56149543,"R",28471388,"R",0,"R",195146,"R",86370,"A",,"A",,"A",,"A",,"R",4122120,"R",0,"R",90551184,"R",43610059,"R",30129179,"R",3228406,"R",3066883,"R",477407,"R",10039250,1 ,"R",1906624,"R",18150043,"R",3449688,"R",11486787,"R",1817192,"R",37370920,"R",14464942,"R",12105786,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,2 ,"A",,"A",
224350,"R",78859217,"R",255950241,"R",127275061,"R",383225302,"R",462084519,"R",14568992,"R",11000000,"R",29587468,"R",40587468,"R",242994993,"R",84180244,"R",327175237,"R",367762705,"R",32651503,"R",124405829,"R",8161627,"R",0,"R",-56328153,"R",76239303,"R",24518842,"Z",0,"R",205933899,"R",42485255,"R",86912182,"R",359850178,"R",103899937,"Z",0,"Z",0,"R",143010736,"R",121257669,"R",21753067,"R",54486146,"R",90,"R",76239303,"R",12574086,"R",2103407,"R",2399247,"Z",0,"Z",0,"Z",0,"R",1675087,"A",,"Z",0,"A",,"R",5009344,"R",23761171,"R",23437046,"R",73155557,"Z",0,"R",16860116,"Z",0,"Z",0,"R",5000,"Z",0,"R",5791846,"R",119249565,"R",143010736,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",143010736,"R",46483218,"R",33371263,"R",0,"R",0,"R",154635,"R",108131,"R",7531038,"R",4721104,"R",15348900,"R",6981858,"R",21194945,"R",9844574,"R",5940157,"R",1227858,"Z",0,"A",,"A",,"A",,"A",,"R",23376918,"R",1968622,"R",121257669,"R",56995552,"R",18711987,"R",31195610,"R",5369523,"R",8984997,"R",0,1 ,"R",2447318,"R",21955179,"R",1203440,"R",10665466,"R",3337899,"R",55754737,"R",31448063,"R",2058582,"R",15144517,"R",3565406,"R",2399247,"R",1403419,"R",5734,"R",500,"R",22518823,"R",16578666,"Z",0,"R",16578666,"R",5940157,1 ,"R",12538999,"R",21073361
224545,"R",16399899,"R",90018742,"R",50541988,"R",140560730,"R",156960629,"R",0,"R",162545,"R",10445418,"R",10607963,"R",5840491,"R",683464,"R",6523955,"R",17131918,"R",0,"R",102848294,"R",6149967,"R",6567874,"R",24262576,"R",139828711,"R",5200858,"R",24115085,"R",111682200,"R",3320091,"R",13586236,"R",157904470,"R",54074964,"R",237278,"R",4784546,"R",46820880,"R",53968195,"R",-7147315,"R",119654492,"R",27321534,"R",139828711,"R",10958889,"R",880660,"R",1103328,"R",399,"R",0,"R",399,"R",1253726,"R",0,"R",0,"R",0,"R",613112,"R",14810114,"R",0,"R",23368360,"R",0,"R",4408106,"R",0,"R",0,"R",332839,"R",940048,"R",301562,"R",29350915,"R",44161029,"R",1823883,"R",0,"R",281399,"R",554569,"R",2659851,"R",46820880,"R",19320471,"R",9599979,"R",6666,"R",1570,"R",16528,"R",0,"R",6006018,"R",2122120,"R",5775267,"R",2387872,"R",6635438,"R",2698169,"R",2820023,"R",2689779,"R",679370,"R",0,"R",0,"R",0,"R",0,"R",10698005,"R",372553,"R",53968195,"R",17861633,"R",5167020,"R",2192944,"R",8031048,"R",2,"R",20715548,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4403116,"R",204713,"R",1096704,"R",633226,"R",504479,"R",216542,"R",7058780,"R",3886004,"R",352753,"R",4238757,"R",2820023,1 ,"R",6989685,"R",7526922
224554,"R",55944166,"R",103910314,"R",202480390,"R",306390704,"R",362334870,"R",0,"R",0,"R",44119812,"R",44119812,"R",0,"R",43973440,"R",43973440,"R",88093252,"R",0,"R",118174775,"R",6016642,"R",1018516,"R",149031685,"R",274241618,"R",6115966,"R",10291113,"R",222745525,"R",22803059,"R",16232211,"R",278187874,"R",151932963,"R",18745,"R",140000,"R",193967565,"R",192795257,"R",1172308,"R",272103713,"R",965597,"R",274241618,"R",65033413,"R",3845323,"R",6977278,"R",1362883,"R",0,"R",1362883,"R",18830690,"R",0,"R",0,"R",0,"R",5969409,"R",102018996,"R",0,"R",52572755,"R",0,"R",18377892,"R",0,"R",0,"R",2666562,"R",6718900,"R",75107,"R",80411216,"R",182430212,"R",10786313,"R",100000,"R",0,"R",651040,"R",11537353,"R",193967565,"R",65680873,"R",39393078,"R",3037786,"R",1615428,"R",2758875,"R",1071925,"R",16791506,"R",6973298,"R",15982673,"R",5818988,"R",16014628,"R",7477528,"R",17248125,"R",32621472,"R",8545611,"R",0,"R",0,"R",0,"R",0,"R",22659319,"R",2314629,"R",192795257,"R",73210485,"R",21413564,"R",9359256,"R",6438159,"R",280445,"R",82093348,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18377892,"R",1426509,"R",8159519,"R",0,"R",1229877,"R",14651254,"R",43845051,"R",25063677,"R",1533249,"R",26596926,"R",17248125,1 ,"R",24369503,"R",25877747
224572,"R",43718306,"R",78730306,"R",-1132008,"R",77598298,"R",121316604,"R",19279785,"R",6918412,"R",15116933,"R",22035345,"R",18369622,"R",45487846,"R",63857468,"R",85892813,"R",14639785,"R",59782865,"R",0,"R",0,"R",-19719074,"R",40063791,"R",14080326,"R",0,"R",114776361,"R",11484147,"R",3118903,"R",143459737,"R",57731292,"R",0,"R",0,"R",82720607,"R",73335394,"R",9385213,"R",30678578,"R",0,"R",40063791,"R",9835409,"R",3494272,"R",1318297,"R",234453,"R",0,"R",234453,"R",175738,"A",,"R",302699,"A",,"R",236044,"R",15596912,"R",0,"R",17046377,"R",36459176,"R",13580519,"R",0,"R",0,"R",7959,"R",29664,"R",0,"R",67123695,"R",82720607,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82720607,"R",33391208,"R",21949461,"R",0,"R",0,"R",197456,"R",76180,"R",4848996,"R",2939606,"R",9202057,"R",4434271,"R",10636368,"R",5709156,"R",10089659,"R",1889575,"R",875219,"A",,"A",,"A",,"A",,"R",3080075,"R",0,"R",73335394,"R",35983893,"R",8040152,"R",5672961,"R",2933320,"R",969804,"R",19735264,1 ,"R",1558088,"R",14832164,"R",2819076,"R",9386970,"R",1485004,"R",30539410,"R",11820709,"R",9892815,"R",13100564,"R",579774,"R",1223723,"R",0,"R",0,"R",1471120,"R",16375181,"R",6285522,"R",0,"R",6285522,"R",10089659,2 ,"A",,"A",
224615,"R",39578128,"R",51751623,"R",-1298458,"R",50453165,"R",90031293,"R",17030867,"R",7676474,"R",11981785,"R",19658259,"R",20469903,"R",40228163,"R",60698066,"R",80356325,"R",12932107,"R",32219395,"R",0,"R",0,"R",-18445667,"R",13773728,"R",8048417,"R",0,"R",98998341,"R",14598668,"R",1575912,"R",123221338,"R",62213464,"R",0,"R",0,"R",77766355,"R",69081518,"R",8684837,"R",5088891,"R",0,"R",13773728,"R",6857255,"R",2353645,"R",461220,"R",904220,"R",0,"R",904220,"R",164792,"A",,"R",44871,"A",,"R",773724,"R",11559727,"R",0,"R",14155112,"R",40148734,"R",11884162,"R",0,"R",0,"R",18420,"R",0,"R",200,"R",66206628,"R",77766355,"R",0,"R",0,"R",0,"R",0,"R",0,"R",77766355,"R",34079980,"R",21031684,"R",0,"R",0,"R",678646,"R",416015,"R",2051092,"R",1094126,"R",8226534,"R",3677596,"R",10558025,"R",4671686,"R",9488571,"R",1308578,"R",715966,"A",,"A",,"A",,"A",,"R",2690092,"R",0,"R",69081518,"R",31607073,"R",7708517,"R",6019588,"R",2389747,"R",889414,"R",20467179,1 ,"R",1376342,"R",13102045,"R",2490241,"R",8292014,"R",1311784,"R",26977098,"R",10441866,"R",8738853,"R",11435338,"R",477907,"R",461220,"R",0,"R",0,"R",1488858,"R",13863323,"R",4374752,"R",0,"R",4374752,"R",9488571,2 ,"A",,"A",
224642,"R",244987600,"R",193756080,"R",0,"R",193756080,"R",438743680,"R",43998201,"R",4227335,"R",74906252,"R",79133587,"R",136926881,"R",114176456,"R",251103337,"R",330236924,"R",32608198,"R",99809384,"R",49884060,"R",771717,"R",-30568402,"R",119896759,"R",28268206,"R",0,"R",159369044,"R",26115372,"R",70662567,"R",284415189,"R",90659109,"R",0,"R",0,"R",197094814,"R",184845269,"R",12249545,"R",107647214,"R",0,"R",119896759,"R",25133302,"R",3932118,"R",2565515,"R",978838,"R",0,"R",978838,"R",1757605,"A",,"R",0,"A",,"R",2379876,"R",36747254,"R",0,"R",41333463,"R",61284007,"R",53278759,"R",401287,"R",0,"R",0,"R",4050044,"R",0,"R",160347560,"R",197094814,"R",0,"R",0,"R",0,"R",0,"R",0,"R",197094814,"R",75010859,"R",46522327,"R",202118,"R",113766,"R",5936710,"R",3147175,"R",27320226,"R",15032110,"R",14647666,"R",8614587,"R",30734846,"R",14417864,"R",24574969,"R",2920706,"R",844593,"A",,"A",,"A",,"A",,"R",3497169,"R",2761924,"R",184845269,"R",91454346,"R",30497448,"R",8290610,"R",5119947,"R",5476854,"R",44006064,1 ,"R",1956491,"R",35437453,"R",2899301,"R",14651046,"R",704301,"R",75568130,"R",29248313,"R",29347155,"R",50768444,"R",20509903,"R",2392535,"R",8329,"R",2259834,"R",0,"R",75939045,"R",51364076,"R",0,"R",51364076,"R",24574969,1 ,"R",753741,"R",771717
224891,"R",8273159,"R",11740779,"R",196600,"R",11937379,"R",20210538,"R",5944094,"R",3231025,"R",3820909,"R",7051934,"R",12354327,"R",0,"R",12354327,"R",19406261,"R",3820909,"R",11138697,"R",560719,"R",195000,"R",-8966954,"R",2927462,"R",6039580,"R",3539250,"R",16029397,"R",3418597,"R",0,"R",29026824,"R",17286045,"R",0,"R",0,"R",12077295,"R",13323702,"R",-1246407,"R",2180165,"R",1993704,"R",2927462,"R",1448058,"R",0,"R",316497,"R",1237446,"R",1237446,"R",0,"R",814669,"A",,"R",108172,"A",,"R",0,"R",3924842,"R",0,"R",3124720,"R",2474830,"R",2168371,"R",0,"R",0,"R",372738,"R",11794,"R",0,"R",8152453,"R",12077295,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12077295,"R",6103557,"R",3435433,"R",0,"R",0,"R",0,"R",0,"R",183948,"R",60921,"R",777170,"R",391989,"R",2550383,"R",1071063,"R",248249,"R",1631229,"R",184456,"A",,"A",,"A",,"A",,"R",1829166,"R",346677,"R",13323702,"R",5490539,"R",2486370,"R",536748,"R",779759,"R",24852,"R",4005434,1 ,"R",322377,"R",3513193,"R",555584,"R",1871404,"R",689414,"R",8436134,"R",3265325,"R",4072690,"R",1187969,"R",0,"R",316497,"R",1237446,"R",0,"R",0,"R",2741912,"R",2313243,"R",180420,"R",2493663,"R",248249,1 ,"R",1884785,"R",1883791
224961,"R",25574439,"R",17540453,"R",4376784,"R",21917237,"R",47491676,"R",5391533,"R",0,"R",5514682,"R",5514682,"R",0,"R",16874334,"R",16874334,"R",22389016,"R",4893099,"R",21430832,"R",216652,"R",0,"R",3953610,"R",25601094,"R",3475925,"R",5051938,"R",19889000,"R",6550729,"R",414454,"R",35382046,"R",13951214,"R",0,"R",0,"R",30308550,"R",28625624,"R",1682926,"R",23918168,"R",0,"R",25601094,"R",2900554,"R",2227540,"R",361015,"R",950006,"R",0,"R",950006,"R",341136,"Z",0,"R",0,"Z",0,"R",258771,"R",7039022,"R",0,"R",5391247,"R",13869957,"R",3527826,"R",0,"R",0,"R",0,"R",480498,"R",0,"R",23269528,"R",30308550,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30308550,"R",9773923,"R",6349220,"R",0,"R",0,"R",15561,"R",6370,"R",1865634,"R",1180058,"R",3808283,"R",1902567,"R",5294778,"R",2202997,"R",2131192,"R",766281,"R",175938,"Z",0,"Z",0,"Z",0,"Z",0,"R",4969972,"R",530647,"R",28625624,"R",12347797,"R",4565476,"R",2982641,"R",1044189,"R",0,"R",7685521,1 ,"R",287772,"R",5475997,"R",617334,"R",2381621,"R",382900,"R",11046663,"R",4275765,"R",3009912,"R",3431783,"R",34984,"R",144914,"R",0,"R",742813,"R",228171,"R",4582665,"R",2300585,"R",150888,"R",2451473,"R",2131192,2 ,"A",,"A",
225070,"R",23534174,"R",79811138,"R",11467607,"R",91278745,"R",114812919,"R",5771008,"R",3662457,"R",7015033,"R",10677490,"R",30461254,"R",29435914,"R",59897168,"R",70574658,"R",9103710,"R",47376100,"R",4292804,"R",0,"R",-10763345,"R",40905559,"R",1343562,"R",9335195,"R",85341726,"R",10048668,"R",1453348,"R",107522499,"R",27711361,"Z",0,"Z",0,"R",44947248,"R",39634574,"R",5312674,"R",35592885,"R",0,"R",40905559,"R",4683836,"R",1511547,"R",2879950,"R",245444,"R",0,"R",245444,"R",673930,"Z",0,"R",50634,"Z",0,"R",228136,"R",10273477,"Z",0,"R",9341582,"R",18057926,"R",6555722,"Z",0,"Z",0,"R",37349,"R",680852,"R",340,"R",34673771,"R",44947248,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44947248,"R",18671125,"R",9116838,"Z",0,"Z",0,"R",1031099,"R",541374,"R",2894987,"R",1285447,"R",3708428,"R",1841146,"R",7171004,"R",2495689,"R",3803147,"R",1788610,"R",550006,"Z",0,"Z",0,"Z",0,"Z",0,"R",566174,"R",110,"R",39634574,"R",15830610,"R",5951157,"R",4434306,"R",2824059,"R",1140538,"R",9453904,1 ,"R",661537,"R",8399314,"R",896850,"R",4403641,"R",-219086,"R",21202847,"R",8206860,"R",-160167,"R",6355889,"R",199833,"R",371307,"Z",0,"Z",0,"R",3425298,"R",10352327,"R",6189941,"R",359239,"R",6549180,"R",3803147,1 ,"R",11654945,"R",12132790
225308,"R",16817152,"R",35103284,"R",28580156,"R",63683440,"R",80500592,"R",8946265,"R",1225000,"R",10886120,"R",12111120,"R",4875000,"R",37002169,"R",41877169,"R",53988289,"R",11673978,"R",47998269,"R",11840,"Z",0,"R",-24225519,"R",23784590,"R",2587769,"R",0,"R",52435647,"R",11150983,"R",15182216,"R",81356615,"R",28483346,"R",0,"R",0,"R",52241207,"R",49269976,"R",2971231,"R",20813360,"R",-1,"R",23784590,"R",7249164,"R",717067,"R",1003422,"R",31842,"Z",0,"R",31842,"R",3141406,"A",,"R",159082,"A",,"R",177132,"R",12479115,"Z",0,"R",14893335,"R",15339294,"R",8646211,"Z",0,"Z",0,"R",24774,"R",301801,"R",106677,"R",39312092,"R",51791207,"Z",0,"R",450000,"Z",0,"R",0,"R",450000,"R",52241207,"R",17824482,"R",11746571,"R",0,"R",0,"R",621199,"R",356069,"R",5968427,"R",2537594,"R",4435958,"R",2532103,"R",5891426,"R",2960839,"R",4278320,"R",4997476,"R",457349,"A",,"A",,"A",,"A",,"R",5252688,"R",553383,"R",49269976,"R",21143908,"R",9822929,"R",2831384,"R",1933496,"R",96660,"R",13441599,1 ,"R",718636,"R",10280832,"R",1482867,"R",5056624,"R",123522,"R",26329258,"R",10191111,"R",3889641,"R",8035941,"R",144435,"R",1019205,"Z",0,"R",240670,"R",3725741,"R",13165992,"R",7309813,"R",1577859,"R",8887672,"R",4278320,1 ,"R",5391788,"R",6581805
225371,"R",18495308,"R",25845404,"R",1896735,"R",27742139,"R",46237447,"R",6700915,"R",0,"R",6113633,"R",6113633,"R",0,"R",16518494,"R",16518494,"R",22632127,"R",5605798,"R",25845404,"R",-37815,"R",1726972,"R",-2834124,"R",24700437,"R",393110,"R",0,"R",35930981,"R",5779219,"R",71293,"R",42174603,"R",16329199,"R",0,"R",0,"R",27456668,"R",27495026,"R",-38358,"R",24738795,"R",0,"R",24700437,"R",4662749,"R",171125,"R",292229,"R",1990751,"R",1990751,"R",0,"R",653280,"A",,"R",0,"A",,"R",191723,"R",7961857,"R",0,"R",8774129,"R",5494508,"R",4528025,"R",0,"R",0,"R",402037,"R",254224,"R",0,"R",19452923,"R",27414780,"R",0,"R",0,"R",41888,"R",0,"R",41888,"R",27456668,"R",11707866,"R",7323329,"Z",0,"Z",0,"Z",0,"Z",0,"R",2501426,"R",1233600,"R",2872105,"R",1586818,"R",5584524,"R",1906384,"R",2489208,"R",1261920,"R",0,"A",,"A",,"A",,"A",,"R",1077977,"R",290291,"R",27495026,"R",12340422,"R",4064552,"R",2325473,"R",994988,"R",7586,"R",7762005,1 ,"R",128557,"R",4196185,"R",794826,"R",2236711,"R",749327,"R",12246559,"R",4810972,"R",4464204,"R",4414038,"R",73838,"R",273656,"R",1846860,"R",369343,"R",1124116,"R",8101851,"R",5096287,"R",516356,"R",5612643,"R",2489208,1 ,"R",10453181,"R",10377152
225414,"R",100452663,"R",188729693,"R",46076122,"R",234805815,"R",335258478,"R",0,"R",8761792,"R",52121877,"R",60883669,"R",148754246,"R",1044897,"R",149799143,"R",210682812,"R",0,"R",46620182,"R",9120123,"R",11301411,"R",57533950,"R",124575666,"R",10725670,"R",9515364,"R",256301523,"R",53044637,"R",296546,"R",329883740,"R",128216061,"R",0,"R",0,"R",136524520,"R",131594446,"R",4930074,"R",119645592,"R",0,"R",124575666,"R",59846058,"R",2663947,"R",3204991,"R",306167,"R",10000,"R",296167,"R",1747919,"R",0,"R",1387026,"R",0,"R",22950,"R",69179058,"R",0,"R",33365788,"R",0,"R",12922904,"R",0,"R",0,"R",2116669,"R",2324474,"R",1767,"R",50731602,"R",119910660,"R",8005116,"R",0,"R",363935,"R",8244809,"R",16613860,"R",136524520,"R",51883561,"R",33680955,"R",1672665,"R",937948,"R",83841,"R",2661,"R",20793204,"R",9640277,"R",9676316,"R",3212278,"R",19933846,"R",8666874,"R",11149481,"R",11712674,"R",3990904,"R",0,"R",0,"R",0,"R",0,"R",4688858,"R",0,"R",131594446,"R",60131897,"R",16150127,"R",6754222,"R",11753342,"R",5348607,"R",31456251,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12347007,"R",478014,"R",2436794,"R",0,"R",374161,"R",9793700,"R",25429676,"R",14280195,"R",0,"R",14280195,"R",11149481,1 ,"R",29660275,"R",29515978
225423,"R",247869964,"R",1033499395,"R",213848178,"R",1247347573,"R",1495217537,"R",159235394,"R",40320687,"R",77505688,"R",117826375,"R",787724198,"R",269043401,"R",1056767599,"R",1174593974,"R",86834536,"R",383077877,"R",13040855,"Z",0,"R",-3094311,"R",393024421,"R",147090804,"Z",0,"R",1183319853,"R",169336397,"R",23719776,"R",1523466830,"R",319156856,"Z",0,"Z",0,"R",494653406,"R",491751337,"R",2902069,"R",390122352,"R",0,"R",393024421,"R",76925390,"R",13664066,"R",5257785,"R",1536435,"R",88039,"R",1448396,"R",10769661,"A",,"R",447777,"A",,"R",0,"R",108601114,"Z",0,"R",86745264,"R",199368187,"R",87471633,"Z",0,"Z",0,"R",2351677,"R",7155919,"R",2959612,"R",386052292,"R",494653406,"R",0,"R",0,"R",0,"R",0,"R",0,"R",494653406,"R",183196335,"R",107855100,"Z",0,"Z",0,"R",11023115,"R",5242953,"R",43772007,"R",23284150,"R",46512241,"R",26435452,"R",100819931,"R",44092497,"R",59527292,"R",10272450,"R",2167608,"A",,"A",,"A",,"A",,"R",36627966,"R",0,"R",491751337,"R",209077760,"R",68597855,"R",31324884,"R",33535408,"R",28956205,"R",120259225,1 ,"R",6745629,"R",107909379,"R",20235389,"R",45154241,"R",19163889,"R",161134022,"R",63300384,"R",106771070,"R",85770649,"R",3689392,"R",4053237,"Z",0,"R",2219110,"R",15943567,"R",111675955,"R",52148663,"Z",0,"R",52148663,"R",59527292,1 ,"R",10166522,"R",10219792
225432,"R",87902446,"R",174762374,"R",77037084,"R",251799458,"R",339701904,"R",0,"R",6974846,"R",64672561,"R",71647407,"R",108984236,"R",1613122,"R",110597358,"R",182244765,"R",0,"R",91906870,"R",14458407,"R",22227648,"R",28864214,"R",157457139,"R",23722567,"R",1219132,"R",272906271,"R",39717153,"R",2771198,"R",340336321,"R",139935692,"R",50750,"R",1775103,"R",175834313,"R",173727272,"R",2107041,"R",155350098,"R",0,"R",157457139,"R",70150817,"R",3235904,"R",7961152,"R",631849,"R",25408,"R",606441,"R",2064309,"R",0,"R",3115492,"R",0,"R",1798,"R",87161321,"R",0,"R",31399131,"R",0,"R",29558633,"R",0,"R",0,"R",1585550,"R",2311069,"R",2429311,"R",67283694,"R",154445015,"R",11752877,"R",0,"R",1130395,"R",8506026,"R",21389298,"R",175834313,"R",58480498,"R",38961192,"R",2241778,"R",885153,"R",4150679,"R",1551414,"R",30065463,"R",16582584,"R",9733039,"R",4784716,"R",24238402,"R",11173018,"R",26758217,"R",13629087,"R",3698951,"R",0,"R",0,"R",0,"R",0,"R",4430109,"R",91395,"R",173727272,"R",77728423,"R",20236842,"R",8023002,"R",9560339,"R",4024272,"R",54154394,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28394664,"R",660595,"R",7784744,"R",25408,"R",2078128,"R",17691432,"R",56634971,"R",29022711,"R",854043,"R",29876754,"R",26758217,1 ,"R",44563276,"R",43764463
225502,"R",27381509,"R",65344968,"R",94867045,"R",160212013,"R",187593522,"R",16679,"R",4600966,"R",27487126,"R",32088092,"R",110612043,"R",522517,"R",111134560,"R",143222652,"R",0,"R",27318383,"R",6673899,"R",8394364,"R",2000903,"R",44387549,"R",10344879,"R",0,"R",87878355,"R",9609222,"R",26130096,"R",133962552,"R",31896763,"R",0,"R",0,"R",73696993,"R",66384257,"R",7312736,"R",37074813,"R",0,"R",44387549,"R",22336167,"R",1089607,"R",2533564,"R",124284,"R",0,"R",124284,"R",2591030,"R",0,"R",0,"R",0,"R",201062,"R",28875714,"R",0,"R",17935152,"R",0,"R",8316123,"R",0,"R",0,"R",2655942,"R",527566,"R",4916285,"R",34351068,"R",63226782,"R",4275861,"R",0,"R",95713,"R",6098637,"R",10470211,"R",73696993,"R",23634666,"R",13626068,"R",401126,"R",182232,"R",1034028,"R",488111,"R",12302692,"R",4367209,"R",9247293,"R",4259024,"R",7341644,"R",3245976,"R",7659425,"R",2306656,"R",530064,"R",0,"R",0,"R",0,"R",0,"R",2456727,"R",0,"R",66384257,"R",26698684,"R",7663614,"R",2270298,"R",3443202,"R",4294902,"R",22013557,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7902192,"R",1131179,"R",2378630,"R",0,"R",945484,"R",4549615,"R",16907100,"R",8286436,"R",961239,"R",9247675,"R",7659425,1 ,"R",17175322,"R",16930513
