UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
101028,"R",6370451,"R",16831211,"R",0,"R",16831211,"R",23201662,"R",2565624,"R",305000,"R",1908288,"R",2213288,"R",6095000,"R",15134732,"R",21229732,"R",23443020,"R",1825907,"R",10431191,"R",71883,"R",30000,"R",-10034715,"R",498359,"R",306000,"R",1522062,"R",21588597,"R",4086282,"R",0,"R",27502941,"R",10671751,"R",0,"R",0,"R",16535483,"R",16609744,"R",-74261,"R",572620,"R",0,"R",498359,"R",2852453,"R",292405,"R",994105,"R",164597,"R",164597,"R",0,"R",0,"A",,"R",0,"A",,"R",133994,"R",4437554,"R",0,"R",6859811,"R",0,"R",5192984,"R",0,"R",0,"R",960,"R",44174,"R",0,"R",12097929,"R",16535483,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16535483,"R",6298586,"R",4174364,"R",0,"R",0,"R",0,"R",0,"R",731620,"R",480196,"R",2062946,"R",1267635,"R",2162262,"R",1098851,"R",3186577,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2167753,"R",0,"R",16609744,"R",7021046,"R",2287738,"R",1245492,"R",687407,"R",317463,"R",5050598,1 ,"R",734000,"R",8747132,"R",1111213,"R",1885153,"R",355739,"R",6070269,"R",714694,"R",680471,"R",5055566,"R",226022,"R",994105,"R",164597,"R",0,"R",571185,"R",7011475,"R",3824898,"R",0,"R",3824898,"R",3186577,1 ,"R",153139,"R",101883
101143,"R",20763632,"R",18534807,"R",754243,"R",19289050,"R",40052682,"R",2673713,"R",140000,"R",2484154,"R",2624154,"R",4605000,"R",19024202,"R",23629202,"R",26253356,"R",3686235,"R",13789807,"R",748843,"R",310447,"R",-2062293,"R",12786804,"R",857453,"R",2604547,"R",25651750,"R",9336199,"R",2181545,"R",40631494,"R",22096688,"R",0,"R",0,"R",24617673,"R",20793330,"R",3824343,"R",10944663,"R",-1982202,"R",12786804,"R",3587947,"R",2485784,"R",3617531,"R",30420,"R",30420,"R",0,"R",422948,"A",,"R",0,"A",,"R",0,"R",10144630,"R",0,"R",9691558,"R",0,"R",3905354,"R",248712,"Z",0,"R",305868,"R",125376,"R",196175,"R",14473043,"R",24617673,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24617673,"R",7532616,"R",4933120,"R",0,"R",0,"R",0,"R",0,"R",1003203,"R",573668,"R",3094312,"R",1482623,"R",4800696,"R",1294050,"R",1946791,"R",902240,"R",79823,"A",,"A",,"A",,"A",,"R",1513472,"R",0,"R",20793330,"R",8363284,"R",1778863,"R",2721181,"R",917570,"R",229590,"R",6782842,1 ,"R",-20000,"R",11053000,"R",2761000,"R",2206752,"R",384337,"R",7553914,"R",925235,"R",466961,"R",3905354,"R",135191,"R",731301,"R",0,"R",0,"R",773012,"R",5544858,"R",3327592,"R",270475,"R",3598067,"R",1946791,1 ,"R",1051530,"R",1058057
101161,"R",49677581,"R",58953276,"R",3409649,"R",62362925,"R",112040506,"R",7741534,"R",1576837,"R",11266685,"R",12843522,"R",16838849,"R",60779665,"R",77618514,"R",90462036,"R",7549568,"R",39351925,"R",7241743,"R",783872,"R",-25607104,"R",21770436,"R",2328692,"R",9490772,"R",88088865,"R",16056777,"R",31096,"R",115996202,"R",58956276,"R",0,"R",0,"R",70710300,"R",66151640,"R",4558660,"R",19456604,"R",-2244828,"R",21770436,"R",16430077,"R",4155064,"R",2960311,"R",22369,"R",22369,"R",0,"R",1625293,"A",,"R",20129,"A",,"R",1429954,"R",26643197,"R",0,"R",28737482,"R",1787995,"R",13379210,"R",0,"R",0,"R",0,"R",158598,"R",3818,"R",44067103,"R",70710300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70710300,"R",23308825,"R",17583207,"Z",0,"R",0,"Z",0,"R",0,"R",5914763,"R",2682683,"R",7205781,"R",4145258,"R",6024467,"R",2086172,"R",15231014,"R",2026191,"R",334281,"A",,"A",,"A",,"A",,"R",6440599,"R",798859,"R",66151640,"R",27630460,"R",5365791,"R",7091186,"R",2872373,"R",630514,"R",22561316,1 ,"R",2996000,"R",36183941,"R",4789196,"R",6695283,"R",1153593,"R",23642317,"R",2760372,"R",1046251,"R",13379210,"R",389950,"R",110169,"R",0,"R",0,"R",12763868,"R",26643197,"R",10469309,"R",942874,"R",11412183,"R",15231014,2 ,"A",,"A",
101240,"R",37830619,"R",58407285,"R",6471703,"R",64878988,"R",102709607,"R",7176752,"R",1696000,"R",8465638,"R",10161638,"R",26554000,"R",59104269,"R",85658269,"R",95819907,"R",10466086,"R",32535296,"R",2109684,"R",1677056,"R",-32721670,"R",3600366,"R",1316808,"R",3004112,"R",69937667,"R",14562197,"R",21592259,"R",110413043,"R",52299886,"R",1610936,"Z",0,"R",51284524,"R",48988039,"R",2296485,"R",3713785,"R",-2409904,"R",3600366,"R",7871368,"R",4278805,"R",1828713,"R",157943,"R",98488,"R",59455,"R",542267,"A",,"R",78561,"A",,"R",373750,"R",15131407,"Z",0,"R",22679215,"R",786716,"R",11453337,"Z",0,"Z",0,"R",3203,"R",961646,"R",0,"R",35884117,"R",51015524,"Z",0,"R",269000,"Z",0,"R",0,"R",269000,"R",51284524,"R",20593662,"R",13030787,"Z",0,"Z",0,"R",80543,"R",33980,"R",2858836,"R",1530598,"R",7278193,"R",4075092,"R",9557912,"R",3735304,"R",3858533,"R",364589,"R",142847,"A",,"A",,"A",,"A",,"R",4395771,"R",1479312,"R",48988039,"R",24027920,"R",6875543,"R",4409633,"R",2815768,"R",1276977,"R",9582198,1 ,"R",1472066,"R",32710337,"R",5379315,"R",5199824,"R",269042,"R",22900824,"R",3145771,"R",1579328,"R",11453337,"R",442400,"R",653732,"R",1187,"R",58779,"R",1806370,"R",14415805,"R",10340229,"R",217043,"R",10557272,"R",3858533,1 ,"R",3404746,"R",3413448
101286,"R",37083783,"R",41434219,"R",950604,"R",42384823,"R",79468606,"R",5645047,"R",1450000,"R",5131692,"R",6581692,"R",7089000,"R",43843166,"R",50932166,"R",57513858,"R",4262280,"R",33738036,"R",1929093,"R",160344,"R",-12489958,"R",23337515,"R",842817,"R",4248921,"R",54578930,"R",10546651,"R",0,"R",70217319,"R",27940283,"R",0,"R",0,"R",40117187,"R",38910194,"R",1206993,"R",22193201,"R",-62679,"R",23337515,"R",7601132,"R",2383409,"R",1263779,"R",440342,"R",0,"R",440342,"R",967659,"A",,"R",33685,"A",,"R",0,"R",12690006,"R",0,"R",16618269,"R",6912,"R",10103386,"R",0,"R",0,"R",0,"R",571696,"R",126918,"R",27427181,"R",40117187,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40117187,"R",17872473,"R",11914997,"R",0,"R",0,"R",0,"R",0,"R",1946553,"R",1346755,"R",4563448,"R",2597459,"R",4658199,"R",2528616,"R",3444093,"R",1372091,"R",88581,"A",,"A",,"A",,"A",,"R",5053337,"R",0,"R",38910194,"R",18476408,"R",6492334,"R",2852428,"R",1819067,"R",240054,"R",9029903,1 ,"R",2258884,"R",25492000,"R",2734000,"R",4389000,"R",2954392,"R",17592841,"R",1528280,"R",1256047,"R",10103386,"R",204240,"R",330595,"R",0,"R",0,"R",1845688,"R",12483909,"R",8267416,"R",772400,"R",9039816,"R",3444093,1 ,"R",135099,"R",160344
101295,"R",26943926,"R",111191676,"R",3403394,"R",114595070,"R",141538996,"R",5602673,"R",2118000,"R",8614809,"R",10732809,"R",32019000,"R",45366447,"R",77385447,"R",88118256,"R",4957577,"R",76860335,"R",725618,"R",0,"R",-23520117,"R",54065836,"R",2659147,"R",9251411,"R",136919124,"R",29710314,"R",475105,"R",179015101,"R",69404007,"R",1580582,"R",0,"R",48736490,"R",50112223,"R",-1375733,"R",55441569,"R",0,"R",54065836,"R",12107894,"R",2068200,"R",1469398,"R",13202,"R",13202,"Z",0,"R",1901337,"A",,"R",70394,"A",,"R",169445,"R",17799870,"R",176238,"R",18894049,"Z",0,"R",11071940,"Z",0,"Z",0,"R",51447,"R",137631,"R",605315,"R",30936620,"R",48736490,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48736490,"R",20945006,"R",10713909,"Z",0,"Z",0,"Z",0,"Z",0,"R",4415906,"R",1774145,"R",6225596,"R",2766544,"R",7277153,"R",2796447,"R",6079147,"R",2198223,"R",459707,"A",,"A",,"A",,"A",,"R",2971192,"R",0,"R",50112223,"R",18510752,"R",6363793,"R",5497723,"R",5151663,"R",1479445,"R",13108847,1 ,"R",2170000,"R",25703000,"R",3350000,"R",4528541,"R",679966,"R",19149304,"R",1607577,"R",1074132,"R",11071940,"R",190449,"R",366509,"Z",0,"Z",0,"R",2152849,"R",13781747,"R",7497711,"R",204889,"R",7702600,"R",6079147,2 ,"A",,"A",
101301,"R",10081150,"R",28187058,"R",0,"R",28187058,"R",38268208,"R",2609526,"R",69322,"R",3207674,"R",3276996,"R",0,"R",22123822,"R",22123822,"R",25400818,"R",2754337,"R",28117736,"R",0,"R",0,"R",-15395157,"R",12722579,"R",405819,"R",2421343,"R",40009544,"R",7698427,"R",0,"R",50535133,"R",24742739,"R",0,"R",2394664,"R",20769431,"R",21103197,"R",-333766,"R",13056344,"R",1,"R",12722579,"R",1525315,"R",1371781,"R",2658845,"R",135205,"R",0,"R",135205,"R",0,"A",,"R",1477,"A",,"R",12919,"R",5705542,"R",0,"R",9371100,"R",0,"R",5144863,"R",160626,"R",0,"R",186856,"R",61295,"R",139149,"R",15063889,"R",20769431,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20769431,"R",5373481,"R",4446706,"R",0,"R",0,"R",90995,"R",23511,"R",910104,"R",628496,"R",3216811,"R",2158503,"R",2853457,"R",1633899,"R",2478377,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",6179972,"R",0,"R",21103197,"R",8891115,"R",2912653,"R",1846165,"R",1818467,"R",0,"R",5634797,1 ,"R",766000,"R",12368587,"R",1897131,"R",2064390,"R",495605,"R",9110623,"R",857206,"R",535136,"R",5131835,"R",174159,"R",709578,"R",0,"R",0,"R",538893,"R",6554465,"R",4076088,"R",0,"R",4076088,"R",2478377,2 ,"A",,"A",
101462,"R",6044367,"R",7187053,"R",0,"R",7187053,"R",13231420,"R",1271506,"R",213000,"R",1395983,"R",1608983,"R",663000,"R",11004770,"R",11667770,"R",13276753,"R",2675145,"R",6289387,"R",0,"R",0,"R",-7738359,"R",-1448972,"R",2375,"R",958791,"R",10189317,"R",3872558,"R",0,"R",15023041,"R",7857655,"Z",0,"R",21666,"R",11426508,"R",9895127,"R",1531381,"R",-3249224,"R",268871,"R",-1448972,"R",932886,"R",1958545,"R",846990,"R",13758,"Z",0,"R",13758,"R",11512,"A",,"R",7254,"A",,"R",40885,"R",3811830,"Z",0,"R",5368929,"Z",0,"R",2210747,"Z",0,"Z",0,"R",23500,"R",11502,"R",0,"R",7614678,"R",11426508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11426508,"R",2767585,"R",2132493,"Z",0,"Z",0,"Z",0,"Z",0,"R",1079692,"R",493118,"R",1262551,"R",870902,"R",2701515,"R",981855,"R",1051208,"R",0,"Z",0,"A",,"A",,"A",,"A",,"R",1032576,"R",191884,"R",9895127,"R",4670252,"R",1289724,"R",760560,"R",454407,"R",19711,"R",2700473,1 ,"R",506847,"R",6242000,"R",1659000,"R",1034846,"R",117017,"R",4557695,"R",1016145,"R",236659,"R",2155484,"R",59850,"R",181411,"R",0,"R",0,"R",103721,"R",2500466,"R",1449258,"Z",0,"R",1449258,"R",1051208,2 ,"A",,"A",
101471,"R",6274543,"R",3967209,"R",0,"R",3967209,"R",10241752,"R",2054578,"R",0,"R",368455,"R",368455,"R",0,"R",17131527,"R",17131527,"R",17499982,"R",3802338,"R",2948374,"Z",0,"Z",0,"R",-11954364,"R",-9005990,"R",10000,"R",233506,"R",5186359,"R",4358808,"Z",0,"R",9788673,"R",6840300,"Z",0,"Z",0,"R",13863809,"R",12690035,"R",1173774,"R",-10371989,"R",192225,"R",-9005990,"R",32990,"R",1925770,"R",2846271,"R",19980,"Z",0,"R",19980,"Z",0,"A",,"R",118587,"A",,"R",48623,"R",4992221,"R",0,"R",8306670,"Z",0,"R",481418,"Z",0,"Z",0,"R",0,"R",77721,"R",0,"R",8865809,"R",13858030,"Z",0,"Z",0,"Z",0,"R",5779,"R",5779,"R",13863809,"R",6659915,"R",4160005,"Z",0,"Z",0,"Z",0,"Z",0,"R",1270162,"R",945186,"R",1692621,"R",1204959,"R",1600359,"R",729946,"R",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"R",1466978,"R",0,"R",12690035,"R",7040096,"R",1910624,"R",1185642,"R",347343,"R",0,"R",2206330,1 ,"R",360584,"R",10014801,"R",2708141,"R",1683094,"R",1040386,"R",6666209,"R",1094197,"R",371484,"R",481418,"Z",0,"R",0,"Z",0,"Z",0,"R",2337739,"R",2819157,"R",2819157,"Z",0,"R",2819157,"R",0,2 ,"A",,"A",
101480,"R",110801000,"R",223657000,"R",15951000,"R",239608000,"R",350409000,"R",24588000,"R",4289000,"R",71655000,"R",75944000,"R",72197000,"R",152459000,"R",224656000,"R",300600000,"R",11670000,"R",145491000,"R",16642000,"R",963000,"R",-100369000,"R",62727000,"R",7014239,"R",16826496,"R",251518335,"R",21496335,"R",65649703,"R",362505108,"R",151502859,"R",0,"R",0,"R",184190000,"R",141435000,"R",42755000,"R",19972000,"R",0,"R",62727000,"R",52313000,"R",27989000,"R",3343000,"R",2405000,"R",2405000,"R",0,"R",16080000,"R",0,"R",0,"R",0,"R",2792000,"R",104922000,"R",0,"R",42618000,"R",0,"R",14630000,"R",0,"R",0,"R",0,"R",855000,"R",17401000,"R",75504000,"R",180426000,"R",0,"R",3764000,"R",0,"R",0,"R",3764000,"R",184190000,"R",47659611,"R",34461535,"R",2408127,"R",636491,"R",2432832,"R",1140455,"R",8188248,"R",4536098,"R",21295563,"R",7975199,"R",21042122,"R",8778326,"R",12148000,"R",14672518,"R",2136916,"R",0,"R",0,"R",0,"R",0,"R",11587979,"R",0,"R",141435000,"R",59665020,"R",21389914,"R",3704000,"R",7090000,"R",2832000,"R",46754066,1 ,"R",7011000,"R",77586000,"R",8428000,"R",16218000,"R",3710217,"R",59959000,"R",3242000,"R",3386000,"R",14630000,"R",0,"R",0,"R",0,"R",0,"R",25183000,"R",39813000,"R",27665000,"R",0,"R",27665000,"R",12148000,1 ,"R",13359013,"R",13645484
101505,"R",44386924,"R",58680129,"R",30929567,"R",89609696,"R",133996620,"R",7666814,"R",2207608,"R",11573944,"R",13781552,"R",20172838,"R",56205984,"R",76378822,"R",90160374,"R",5850877,"R",45269979,"R",3121220,"R",1355733,"R",-4094749,"R",45652183,"R",9143715,"R",481093,"R",87700803,"R",13152803,"R",57145,"R",110535559,"R",42711714,"R",0,"R",0,"R",58749463,"R",54010624,"R",4738839,"R",40913344,"R",0,"R",45652183,"R",17119757,"R",2276975,"R",3024802,"R",287684,"R",184290,"R",103394,"R",259877,"A",,"R",0,"A",,"R",405079,"R",23374174,"Z",0,"R",22703068,"R",60000,"R",11252159,"R",0,"R",0,"R",18151,"R",1033558,"R",215000,"R",35281936,"R",58656110,"R",0,"R",0,"R",93353,"R",0,"R",93353,"R",58749463,"R",31002625,"R",17387928,"Z",0,"R",0,"R",21759,"R",17571,"R",1217216,"R",545569,"R",7051990,"R",3499346,"R",10313905,"R",4240336,"R",4403126,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",3,"R",0,"R",54010624,"R",25690750,"R",8640580,"R",6407488,"R",2455325,"R",530044,"R",10286437,1 ,"R",2576862,"R",32839000,"R",3771000,"R",5763429,"R",799561,"R",22256475,"R",1906458,"R",1903385,"R",11252159,"R",461393,"R",775686,"R",25490,"R",117838,"R",2299652,"R",14932218,"R",10529092,"R",0,"R",10529092,"R",4403126,1 ,"R",1226719,"R",1363533
101514,"R",49246367,"R",109018764,"R",10430134,"R",119448898,"R",168695265,"R",9066231,"R",3207000,"R",12651353,"R",15858353,"R",21034159,"R",59383772,"R",80417931,"R",96276284,"R",5662009,"R",85292971,"R",1604508,"R",0,"R",-11074276,"R",75823203,"R",4380954,"R",11604073,"R",120728989,"R",19779295,"R",3226827,"R",159720138,"R",54330900,"R",0,"R",3629527,"R",71239035,"R",65299469,"R",5939566,"R",69883637,"R",0,"R",75823203,"R",23657614,"R",2057636,"R",3027312,"R",33163,"R",20218,"R",12945,"R",367963,"A",,"R",46597,"A",,"R",0,"R",29190285,"R",0,"R",27110472,"R",0,"R",12980206,"R",0,"R",0,"R",10000,"R",562931,"R",447641,"R",41111250,"R",70301535,"R",350000,"R",587500,"Z",0,"R",0,"R",937500,"R",71239035,"R",29038160,"R",17440692,"R",0,"R",0,"R",0,"R",0,"R",4901508,"R",2726901,"R",6216971,"R",3476079,"R",10737266,"R",4823664,"R",6476411,"R",24535,"R",0,"A",,"A",,"A",,"A",,"R",7904618,"R",0,"R",65299469,"R",28467336,"R",9273594,"R",5500175,"R",5004927,"R",906386,"R",16147051,1 ,"R",3127828,"R",34522000,"R",4103000,"R",6821000,"R",4246418,"R",23575992,"R",1559009,"R",1729865,"R",12961086,"R",301350,"R",693605,"R",4930,"R",0,"R",2196184,"R",16157155,"R",9680744,"R",0,"R",9680744,"R",6476411,1 ,"R",4332080,"R",4468744
101569,"R",11298406,"R",55732367,"R",2807176,"R",58539543,"R",69837949,"R",5336427,"R",1228204,"R",4950766,"R",6178970,"R",24447744,"R",38917428,"R",63365172,"R",69544142,"R",3841998,"R",30427844,"R",2450326,"R",0,"R",-31089934,"R",1788236,"R",2469208,"R",7260102,"R",70442853,"R",8773626,"R",1255665,"R",90201454,"R",34469088,"R",0,"R",0,"R",40962395,"R",40278260,"R",684135,"R",3748518,"R",-2644417,"R",1788236,"R",1132776,"R",7855532,"R",1672533,"R",362801,"R",155554,"R",207247,"R",133471,"A",,"R",452503,"A",,"R",1020230,"R",12629846,"R",0,"R",14233096,"R",0,"R",11070967,"R",0,"R",0,"R",0,"R",231904,"R",0,"R",25535967,"R",38165813,"R",0,"R",2796582,"R",0,"R",0,"R",2796582,"R",40962395,"R",15728655,"R",9783642,"R",0,"R",0,"R",18765,"R",0,"R",2161544,"R",1427670,"R",3982514,"R",2461956,"R",5654244,"R",2385633,"R",2960857,"R",918094,"R",97598,"A",,"A",,"A",,"A",,"R",8853587,"R",719551,"R",40278260,"R",16876050,"R",5025803,"R",5811662,"R",2045953,"R",797945,"R",9720847,1 ,"R",-239000,"R",21622000,"R",2372000,"R",3974523,"R",177454,"R",15603416,"R",1442150,"R",1310053,"R",10698681,"R",372286,"R",1672533,"R",155554,"R",0,"R",808269,"R",13707323,"R",9968697,"R",777769,"R",10746466,"R",2960857,1 ,"R",585770,"R",586100
101587,"R",39539127,"R",52436918,"R",1780394,"R",54217312,"R",93756439,"R",9746450,"R",1330000,"R",73236266,"R",74566266,"R",52325000,"R",2172045,"R",54497045,"R",129063311,"R",4846140,"R",12994739,"Z",0,"R",426506,"R",-43827807,"R",-30406562,"R",492526,"Z",0,"R",78345631,"R",5839964,"R",3958983,"R",88637104,"R",34201175,"Z",0,"Z",0,"R",74362976,"R",74387333,"R",-24357,"R",-29872413,"R",-509792,"R",-30406562,"R",37466318,"R",4023704,"R",149033,"Z",0,"Z",0,"Z",0,"R",4689672,"Z",0,"Z",0,"Z",0,"R",2872624,"R",49201351,"Z",0,"R",18288989,"Z",0,"R",6097745,"Z",0,"Z",0,"Z",0,"R",76939,"R",697952,"R",25161625,"R",74362976,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",74362976,"R",32151487,"R",14360199,"R",673543,"R",149606,"R",1438756,"R",0,"R",6141629,"R",1732414,"R",11164796,"R",3280675,"R",7000033,"R",3190938,"R",1124218,"R",4247354,"R",560207,"Z",0,"Z",0,"Z",0,"Z",0,"R",10445517,"R",2313693,"R",74387333,"R",25587732,"R",13492275,"R",159532,"R",2534150,"R",2649922,"R",29963722,1 ,"R",612534,"R",36112000,"R",3826000,"R",6897072,"R",1650649,"R",18867977,"R",1020140,"R",2849378,"R",6097745,"R",4023704,"R",149033,"Z",0,"Z",0,"R",5332169,"R",15602651,"R",12344152,"R",2134281,"R",14478433,"R",1124218,1 ,"R",423478,"R",426506
101602,"R",10852432,"R",13019445,"R",979916,"R",13999361,"R",24851793,"R",2800502,"R",286376,"R",3846838,"R",4133214,"R",3798425,"R",20696539,"R",24494964,"R",28628178,"R",2093572,"R",9674560,"R",686459,"R",0,"R",-13430474,"R",-3069455,"R",530893,"R",1790723,"R",20256595,"R",5060822,"R",209024,"R",27848057,"R",14088694,"R",0,"R",0,"R",18952258,"R",18476416,"R",475842,"R",-3545297,"R",0,"R",-3069455,"R",2654615,"R",1645321,"R",1092160,"R",40000,"R",40000,"R",0,"R",294878,"A",,"R",23581,"A",,"R",502281,"R",6252836,"R",0,"R",7739652,"R",269713,"R",4293925,"R",0,"R",0,"R",370370,"R",17574,"R",8188,"R",12699422,"R",18952258,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18952258,"R",6965301,"R",4840621,"R",0,"R",0,"R",0,"R",0,"R",1223598,"R",813982,"R",2429983,"R",1565917,"R",2440738,"R",1304039,"R",2242195,"R",513225,"R",75402,"A",,"A",,"A",,"A",,"R",2661376,"R",0,"R",18476416,"R",8599961,"R",2831749,"R",1510000,"R",781417,"R",61902,"R",4691387,1 ,"R",882564,"R",11881007,"R",1507662,"R",2135723,"R",533741,"R",8340446,"R",585910,"R",664779,"R",4293925,"R",204509,"R",565359,"Z",0,"R",885044,"R",0,"R",5948837,"R",3501218,"R",205424,"R",3706642,"R",2242195,2 ,"A",,"A",
101648,"R",5040860,"R",19606889,"R",0,"R",19606889,"R",24647749,"R",2669459,"R",108816,"R",1601607,"R",1710423,"R",1354458,"R",16213987,"R",17568445,"R",19278868,"R",1644431,"R",18143612,"R",745,"R",0,"R",-11750448,"R",6393909,"R",604910,"R",2874773,"R",21035583,"R",3767236,"R",155564,"R",28438066,"R",8831177,"R",0,"R",0,"R",14660947,"R",14830929,"R",-169982,"R",6871500,"R",-307609,"R",6393909,"R",908507,"R",425989,"R",0,"R",0,"R",0,"R",0,"R",3038357,"A",,"R",0,"A",,"R",0,"R",4372853,"R",0,"R",7387428,"R",0,"R",790820,"R",0,"R",0,"R",965639,"R",5024,"R",1139183,"R",10288094,"R",14660947,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14660947,"R",1735735,"R",1190964,"R",0,"R",0,"R",0,"R",0,"R",1250088,"R",813371,"R",3266766,"R",1891045,"R",2313994,"R",1036177,"R",79379,"R",2383476,"R",211512,"A",,"A",,"A",,"A",,"R",3801491,"R",1439538,"R",14830929,"R",6582607,"R",2241731,"R",2883958,"R",733117,"R",69321,"R",2320195,1 ,"R",906436,"R",8306000,"R",880000,"R",1738375,"R",476799,"R",7452823,"R",764431,"R",931084,"R",790820,"R",37570,"R",0,"R",0,"R",0,"R",2145557,"R",2973947,"R",2894568,"R",0,"R",2894568,"R",79379,1 ,"R",3441039,"R",3524669
101709,"R",31524372,"R",68973627,"R",23648086,"R",92621713,"R",124146085,"R",13722845,"R",1145736,"R",22996326,"R",24142062,"R",50388024,"R",76091667,"R",126479691,"R",150621753,"R",9567106,"R",25106451,"R",7700882,"R",2251667,"R",-57378929,"R",-22319929,"R",1357870,"R",20078117,"R",74271546,"R",26720388,"R",13461472,"R",135889393,"R",66915766,"R",0,"R",0,"R",68195324,"R",72604287,"R",-4408963,"R",-17910968,"R",2,"R",-22319929,"R",18758544,"R",3436084,"R",5384777,"R",0,"R",0,"R",0,"R",9059951,"R",0,"R",0,"R",0,"R",1795671,"R",38435027,"Z",0,"R",20584426,"Z",0,"R",4469066,"R",0,"R",0,"R",0,"R",890347,"R",665883,"R",26609722,"R",65044749,"R",0,"R",3150575,"R",0,"R",0,"R",3150575,"R",68195324,"R",28583870,"R",15069016,"R",38609,"R",15000,"R",664384,"R",358501,"R",7843097,"R",3568140,"R",13163709,"R",6135443,"R",10906672,"R",3138244,"R",4349576,"R",6004645,"R",494825,"Z",0,"Z",0,"Z",0,"Z",0,"R",1049725,"R",0,"R",72604287,"R",28779169,"R",12742065,"R",6316865,"R",3291409,"R",2045894,"R",19428885,1 ,"R",572000,"R",41332000,"R",4594000,"R",8195000,"R",477725,"R",34315484,"R",4973106,"R",5527845,"R",4469066,"R",174590,"R",45861,"R",0,"R",1101374,"R",14281603,"R",20072494,"R",15392187,"R",330731,"R",15722918,"R",4349576,1 ,"R",21923587,"R",22455731
